TIMESTAMPms	M1ATTITUDEpitch	M1ATTITUDEpitchspeed	M1ATTITUDEroll	M1ATTITUDErollspeed	M1ATTITUDEyaw	M1ATTITUDEyawspeed	M1BATTERYSTATUSenergyconsumed	M1GLOBALPOSITIONINTalt	M1GLOBALPOSITIONINTlat	M1GLOBALPOSITIONINTlon	M1GLOBALPOSITIONINTvx	M1GLOBALPOSITIONINTvy	M1GLOBALPOSITIONINTvz	M1HIGHRESIMUpressurealt	M1HIGHRESIMUtemperature	M1HIGHRESIMUxacc	M1HIGHRESIMUxgyro	M1HIGHRESIMUyacc	M1HIGHRESIMUygyro	M1HIGHRESIMUzacc	M1HIGHRESIMUzgyro	M1RCCHANNELSchan1raw	M1RCCHANNELSchan2raw	M1RCCHANNELSchan3raw	M1RCCHANNELSchan4raw	M1SYSSTATUScurrentbattery	M1SYSSTATUSvoltagebattery
202718	-4.510186612606049e-01	7.108930498361588e-02	5.971698760986328e-01	4.893587827682495e-01	2.551990985870361e+00	3.189138323068619e-02	-1.000000000000000e+00	8.814300000000000e+04	3.740025920000000e+08	-1.221544494000000e+09	-1.138000000000000e+03	-8.860000000000000e+02	1.250000000000000e+02	5.065046691894531e+01	4.239999771118164e+01	-5.474271774291992e+00	-5.029785633087158e-02	-6.769820213317871e+00	2.288775444030762e-01	-8.243640899658203e+00	-2.356546372175217e-02	1.497000000000000e+03	1.497000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.100000000000000e+01	1.171200000000000e+04
202724	-4.510186612606049e-01	7.108930498361588e-02	5.971698760986328e-01	4.893587827682495e-01	2.551990985870361e+00	3.189138323068619e-02	-1.000000000000000e+00	8.795400000000000e+04	3.740021390000000e+08	-1.221544861000000e+09	-1.111000000000000e+03	-8.700000000000000e+02	1.330000000000000e+02	5.065046691894531e+01	4.239999771118164e+01	-5.474271774291992e+00	-5.029785633087158e-02	-6.769820213317871e+00	2.288775444030762e-01	-8.243640899658203e+00	-2.356546372175217e-02	1.497000000000000e+03	1.497000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.100000000000000e+01	1.171200000000000e+04
202743	-4.510186612606049e-01	7.108930498361588e-02	5.971698760986328e-01	4.893587827682495e-01	2.551990985870361e+00	3.189138323068619e-02	-1.000000000000000e+00	8.795400000000000e+04	3.740021390000000e+08	-1.221544861000000e+09	-1.111000000000000e+03	-8.700000000000000e+02	1.330000000000000e+02	5.065046691894531e+01	4.239999771118164e+01	-5.474271774291992e+00	-5.029785633087158e-02	-6.769820213317871e+00	2.288775444030762e-01	-8.243640899658203e+00	-2.356546372175217e-02	1.497000000000000e+03	1.497000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
202744	-4.510186612606049e-01	7.108930498361588e-02	5.971698760986328e-01	4.893587827682495e-01	2.551990985870361e+00	3.189138323068619e-02	-1.000000000000000e+00	8.795400000000000e+04	3.740021390000000e+08	-1.221544861000000e+09	-1.111000000000000e+03	-8.700000000000000e+02	1.330000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.497000000000000e+03	1.497000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
202758	-4.510186612606049e-01	7.108930498361588e-02	5.971698760986328e-01	4.893587827682495e-01	2.551990985870361e+00	3.189138323068619e-02	-1.000000000000000e+00	8.795400000000000e+04	3.740021390000000e+08	-1.221544861000000e+09	-1.111000000000000e+03	-8.700000000000000e+02	1.330000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.497000000000000e+03	1.497000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
202764	-4.480822384357452e-01	-8.132542669773102e-02	6.569841504096985e-01	3.995664119720459e-01	2.549109697341919e+00	-6.997477263212204e-02	-1.000000000000000e+00	8.795400000000000e+04	3.740021390000000e+08	-1.221544861000000e+09	-1.111000000000000e+03	-8.700000000000000e+02	1.330000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.497000000000000e+03	1.497000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
202876	-4.630179405212402e-01	-4.036028385162354e-01	7.063621878623962e-01	3.599427044391632e-01	2.527081489562988e+00	-1.777134835720062e-02	-1.000000000000000e+00	8.795400000000000e+04	3.740021390000000e+08	-1.221544861000000e+09	-1.111000000000000e+03	-8.700000000000000e+02	1.330000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.497000000000000e+03	1.497000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
202988	-5.083065032958984e-01	-6.825853586196899e-01	7.776444554328918e-01	4.513514041900635e-01	2.476444721221924e+00	-4.548661038279533e-02	-1.000000000000000e+00	8.795400000000000e+04	3.740021390000000e+08	-1.221544861000000e+09	-1.111000000000000e+03	-8.700000000000000e+02	1.330000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.497000000000000e+03	1.497000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203108	-5.700027942657471e-01	-7.994378209114075e-01	8.664633631706238e-01	2.591213881969452e-01	2.396888256072998e+00	4.496634379029274e-02	-1.000000000000000e+00	8.795400000000000e+04	3.740021390000000e+08	-1.221544861000000e+09	-1.111000000000000e+03	-8.700000000000000e+02	1.330000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.497000000000000e+03	1.497000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203159	-5.700027942657471e-01	-7.994378209114075e-01	8.664633631706238e-01	2.591213881969452e-01	2.396888256072998e+00	4.496634379029274e-02	-1.000000000000000e+00	8.795400000000000e+04	3.740021390000000e+08	-1.221544861000000e+09	-1.111000000000000e+03	-8.700000000000000e+02	1.330000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.495000000000000e+03	1.684000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203172	-5.700027942657471e-01	-7.994378209114075e-01	8.664633631706238e-01	2.591213881969452e-01	2.396888256072998e+00	4.496634379029274e-02	-1.000000000000000e+00	8.756000000000000e+04	3.740013940000000e+08	-1.221539187000000e+09	-1.129000000000000e+03	-1.500000000000000e+01	1.950000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.495000000000000e+03	1.684000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203232	-6.403195261955261e-01	-7.814033627510071e-01	9.325382113456726e-01	3.670743480324745e-02	2.311552524566650e+00	1.316147446632385e-01	-1.000000000000000e+00	8.756000000000000e+04	3.740013940000000e+08	-1.221539187000000e+09	-1.129000000000000e+03	-1.500000000000000e+01	1.950000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.495000000000000e+03	1.684000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203352	-7.121325731277466e-01	-7.190030813217163e-01	9.728384017944336e-01	-1.107686907052994e-01	2.235577344894409e+00	2.368052899837494e-01	-1.000000000000000e+00	8.756000000000000e+04	3.740013940000000e+08	-1.221539187000000e+09	-1.129000000000000e+03	-1.500000000000000e+01	1.950000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.495000000000000e+03	1.684000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203472	-7.751010060310364e-01	-6.213941574096680e-01	1.024506211280823e+00	5.628385394811630e-02	2.161639690399170e+00	1.772087514400482e-01	-1.000000000000000e+00	8.756000000000000e+04	3.740013940000000e+08	-1.221539187000000e+09	-1.129000000000000e+03	-1.500000000000000e+01	1.950000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.495000000000000e+03	1.684000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203592	-8.234435915946960e-01	-4.963045418262482e-01	1.090624928474426e+00	1.516659110784531e-01	2.091971635818481e+00	1.550251692533493e-01	-1.000000000000000e+00	8.756000000000000e+04	3.740013940000000e+08	-1.221539187000000e+09	-1.129000000000000e+03	-1.500000000000000e+01	1.950000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.495000000000000e+03	1.684000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203602	-8.234435915946960e-01	-4.963045418262482e-01	1.090624928474426e+00	1.516659110784531e-01	2.091971635818481e+00	1.550251692533493e-01	-1.000000000000000e+00	8.756000000000000e+04	3.740013940000000e+08	-1.221539187000000e+09	-1.129000000000000e+03	-1.500000000000000e+01	1.950000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.496000000000000e+03	1.599000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203624	-8.234435915946960e-01	-4.963045418262482e-01	1.090624928474426e+00	1.516659110784531e-01	2.091971635818481e+00	1.550251692533493e-01	-1.000000000000000e+00	8.650300000000000e+04	3.740009190000000e+08	-1.221538988000000e+09	-1.156000000000000e+03	-6.000000000000000e+00	4.500000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.496000000000000e+03	1.599000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203704	-8.524782061576843e-01	-1.559050679206848e-01	1.136231780052185e+00	9.975606203079224e-02	2.048806667327881e+00	2.509523183107376e-02	-1.000000000000000e+00	8.650300000000000e+04	3.740009190000000e+08	-1.221538988000000e+09	-1.156000000000000e+03	-6.000000000000000e+00	4.500000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.496000000000000e+03	1.599000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203816	-8.487512469291687e-01	1.549142897129059e-01	1.130725860595703e+00	-7.331177592277527e-02	2.053938865661621e+00	-3.900120034813881e-02	-1.000000000000000e+00	8.650300000000000e+04	3.740009190000000e+08	-1.221538988000000e+09	-1.156000000000000e+03	-6.000000000000000e+00	4.500000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.496000000000000e+03	1.599000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
203928	-8.380330204963684e-01	2.123207747936249e-01	1.093663692474365e+00	-1.709286272525787e-01	2.080480098724365e+00	-9.524524211883545e-03	-1.000000000000000e+00	8.650300000000000e+04	3.740009190000000e+08	-1.221538988000000e+09	-1.156000000000000e+03	-6.000000000000000e+00	4.500000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.496000000000000e+03	1.599000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204036	-8.254362344741821e-01	1.987437605857849e-01	1.062700986862183e+00	-6.949697434902191e-02	2.104109287261963e+00	-5.432006344199181e-02	-1.000000000000000e+00	8.650300000000000e+04	3.740009190000000e+08	-1.221538988000000e+09	-1.156000000000000e+03	-6.000000000000000e+00	4.500000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.496000000000000e+03	1.599000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204044	-8.254362344741821e-01	1.987437605857849e-01	1.062700986862183e+00	-6.949697434902191e-02	2.104109287261963e+00	-5.432006344199181e-02	-1.000000000000000e+00	8.650300000000000e+04	3.740009190000000e+08	-1.221538988000000e+09	-1.156000000000000e+03	-6.000000000000000e+00	4.500000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204068	-8.254362344741821e-01	1.987437605857849e-01	1.062700986862183e+00	-6.949697434902191e-02	2.104109287261963e+00	-5.432006344199181e-02	-1.000000000000000e+00	8.445400000000000e+04	3.740004380000000e+08	-1.221538943000000e+09	-1.283000000000000e+03	2.000000000000000e+01	5.490000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204152	-7.958803176879883e-01	3.013402819633484e-01	1.049794673919678e+00	1.399546414613724e-01	2.129497766494751e+00	-2.047109007835388e-01	-1.000000000000000e+00	8.445400000000000e+04	3.740004380000000e+08	-1.221538943000000e+09	-1.283000000000000e+03	2.000000000000000e+01	5.490000000000000e+02	4.964674758911133e+01	4.237999725341797e+01	-4.017611503601074e+00	4.440880119800568e-01	-4.433073043823242e+00	1.078753825277090e-02	-5.965158939361572e+00	-1.395002193748951e-02	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204200	-7.958803176879883e-01	3.013402819633484e-01	1.049794673919678e+00	1.399546414613724e-01	2.129497766494751e+00	-2.047109007835388e-01	-1.000000000000000e+00	8.445400000000000e+04	3.740004380000000e+08	-1.221538943000000e+09	-1.283000000000000e+03	2.000000000000000e+01	5.490000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204264	-7.628653645515442e-01	2.059120386838913e-01	1.053001165390015e+00	1.823762804269791e-01	2.145065069198608e+00	-2.177345454692841e-01	-1.000000000000000e+00	8.445400000000000e+04	3.740004380000000e+08	-1.221538943000000e+09	-1.283000000000000e+03	2.000000000000000e+01	5.490000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204372	-7.292314171791077e-01	2.010463476181030e-01	1.060748696327209e+00	1.441267281770706e-01	2.153022527694702e+00	-2.547530233860016e-01	-1.000000000000000e+00	8.445400000000000e+04	3.740004380000000e+08	-1.221538943000000e+09	-1.283000000000000e+03	2.000000000000000e+01	5.490000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204484	-6.923543810844421e-01	2.376098036766052e-01	1.068752288818359e+00	7.303201407194138e-02	2.160702466964722e+00	-2.301704287528992e-01	-1.000000000000000e+00	8.445400000000000e+04	3.740004380000000e+08	-1.221538943000000e+09	-1.283000000000000e+03	2.000000000000000e+01	5.490000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204486	-6.923543810844421e-01	2.376098036766052e-01	1.068752288818359e+00	7.303201407194138e-02	2.160702466964722e+00	-2.301704287528992e-01	-1.000000000000000e+00	8.445400000000000e+04	3.740004380000000e+08	-1.221538943000000e+09	-1.283000000000000e+03	2.000000000000000e+01	5.490000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204512	-6.923543810844421e-01	2.376098036766052e-01	1.068752288818359e+00	7.303201407194138e-02	2.160702466964722e+00	-2.301704287528992e-01	-1.000000000000000e+00	8.232700000000000e+04	3.739999110000000e+08	-1.221538965000000e+09	-1.470000000000000e+03	0.000000000000000e+00	4.550000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204592	-6.604195237159729e-01	1.751608401536942e-01	1.067865610122681e+00	-8.289242163300514e-03	2.170430421829224e+00	-1.672076880931854e-01	-1.000000000000000e+00	8.232700000000000e+04	3.739999110000000e+08	-1.221538965000000e+09	-1.470000000000000e+03	0.000000000000000e+00	4.550000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204704	-6.328371763229370e-01	2.056556046009064e-01	1.054882168769836e+00	-1.684956550598145e-01	2.183884382247925e+00	-1.153387874364853e-01	-1.000000000000000e+00	8.232700000000000e+04	3.739999110000000e+08	-1.221538965000000e+09	-1.470000000000000e+03	0.000000000000000e+00	4.550000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	1.200000000000000e+01	1.173100000000000e+04
204794	-6.328371763229370e-01	2.056556046009064e-01	1.054882168769836e+00	-1.684956550598145e-01	2.183884382247925e+00	-1.153387874364853e-01	-1.000000000000000e+00	8.232700000000000e+04	3.739999110000000e+08	-1.221538965000000e+09	-1.470000000000000e+03	0.000000000000000e+00	4.550000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
204801	-6.328371763229370e-01	2.056556046009064e-01	1.054882168769836e+00	-1.684956550598145e-01	2.183884382247925e+00	-1.153387874364853e-01	-1.000000000000000e+00	8.232700000000000e+04	3.739999110000000e+08	-1.221538965000000e+09	-1.470000000000000e+03	0.000000000000000e+00	4.550000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
204816	-6.026160717010498e-01	3.531063795089722e-01	1.024762988090515e+00	-1.567207276821136e-01	2.204347372055054e+00	-1.992774009704590e-01	-1.000000000000000e+00	8.232700000000000e+04	3.739999110000000e+08	-1.221538965000000e+09	-1.470000000000000e+03	0.000000000000000e+00	4.550000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
204928	-5.404639840126038e-01	6.980690360069275e-01	9.745478034019470e-01	-1.844144910573959e-01	2.248028278350830e+00	-3.588213026523590e-01	-1.000000000000000e+00	8.232700000000000e+04	3.739999110000000e+08	-1.221538965000000e+09	-1.470000000000000e+03	0.000000000000000e+00	4.550000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.496000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
204929	-5.404639840126038e-01	6.980690360069275e-01	9.745478034019470e-01	-1.844144910573959e-01	2.248028278350830e+00	-3.588213026523590e-01	-1.000000000000000e+00	8.232700000000000e+04	3.739999110000000e+08	-1.221538965000000e+09	-1.470000000000000e+03	0.000000000000000e+00	4.550000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.497000000000000e+03	1.391000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
204948	-5.404639840126038e-01	6.980690360069275e-01	9.745478034019470e-01	-1.844144910573959e-01	2.248028278350830e+00	-3.588213026523590e-01	-1.000000000000000e+00	8.078100000000000e+04	3.739993340000000e+08	-1.221539072000000e+09	-1.624000000000000e+03	-1.130000000000000e+02	2.690000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.497000000000000e+03	1.391000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
205036	-3.770064413547516e-01	6.583236455917358e-01	8.919423818588257e-01	-2.487974166870117e-01	2.338866710662842e+00	-2.876271009445190e-01	-1.000000000000000e+00	8.078100000000000e+04	3.739993340000000e+08	-1.221539072000000e+09	-1.624000000000000e+03	-1.130000000000000e+02	2.690000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.497000000000000e+03	1.391000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
205148	-3.056609034538269e-01	5.025563240051270e-01	8.580766916275024e-01	-9.178258478641510e-02	2.376314163208008e+00	-2.766270935535431e-01	-1.000000000000000e+00	8.078100000000000e+04	3.739993340000000e+08	-1.221539072000000e+09	-1.624000000000000e+03	-1.130000000000000e+02	2.690000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.497000000000000e+03	1.391000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
205260	-2.542296648025513e-01	2.182486057281494e-01	8.615635633468628e-01	1.017916500568390e-01	2.390831708908081e+00	-2.235571146011353e-01	-1.000000000000000e+00	8.078100000000000e+04	3.739993340000000e+08	-1.221539072000000e+09	-1.624000000000000e+03	-1.130000000000000e+02	2.690000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.497000000000000e+03	1.391000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
205261	-2.542296648025513e-01	2.182486057281494e-01	8.615635633468628e-01	1.017916500568390e-01	2.390831708908081e+00	-2.235571146011353e-01	-1.000000000000000e+00	8.078100000000000e+04	3.739993340000000e+08	-1.221539072000000e+09	-1.624000000000000e+03	-1.130000000000000e+02	2.690000000000000e+02	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.497000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
205268	-2.542296648025513e-01	2.182486057281494e-01	8.615635633468628e-01	1.017916500568390e-01	2.390831708908081e+00	-2.235571146011353e-01	-1.000000000000000e+00	8.049800000000000e+04	3.739987520000000e+08	-1.221539290000000e+09	-1.620000000000000e+03	-3.490000000000000e+02	-6.600000000000000e+01	4.471320343017578e+01	4.236999893188477e+01	-6.191072940826416e+00	1.210380643606186e-01	-6.863210201263428e+00	2.854447066783905e-01	-8.460278511047363e+00	-1.161217689514160e-01	1.497000000000000e+03	1.495000000000000e+03	9.860000000000000e+02	1.501000000000000e+03	5.000000000000000e+00	1.174400000000000e+04
